Sales |SHANKARAN\ MEDICAL\ CENTR |3622\ SLS\ 20&21 |69765 |RANITIN_300mg |TOR |IP072019 |30 |2016-07-01
Sales |\ GANGA |Pannerselvam\ MD |105535 |DAONIL_ |SAN |*0212070 |20 |2015-10-01
Sales |SURESH |Kathiravan\ MBBS\ DCH |105756 |FLOXIBACT\ 200MG_200MG |UNI |*13253 |3 |2015-01-01
Sales |SURESH |Kathiravan\ MBBS\ DCH |47936 |MALIDENS_500mg |ABB |*MDA3001 |3 |2016-07-01
Sales |SURESH |Kathiravan\ MBBS\ DCH |105386 |JEYCOF\ EXP_100ML |JER |*5993 |1 |2015-07-01
Sales |KALIL |Sigamani\ MBBS |27064 |DP\ GESIC_ |CAD |*JK13054 |4 |2016-02-01
Sales |KALIL |Sigamani\ MBBS |105492 |MOXILUP\ 250MG_250MG |LUP |*A3AKN |4 |2014-12-01
Sales |KALIL |Sigamani\ MBBS |105539 |NIRVOL\ PLUS_ |NIR |*0590113D |2 |2014-12-01
Sales |KALIL |Sigamani\ MBBS |104728 |ULDINE\ 300MG_ |JER |*SR073 |4 |2014-10-01
Sales |SUDHA |Sigamani\ MBBS |104851 |RIDPRIM-SS_ |RID |*TRPM1203 |2 |2016-02-01
Sales |SUDHA |Sigamani\ MBBS |105657 |LOPAMAX_ |WOC |*WAD3002 |2 |2015-08-01
Sales |SUDHA |Sigamani\ MBBS |105709 |SILVONIR\ PLUS_15GM |OTH |*P55 |1 |2015-01-01
Sales |NADHAN |Senthilkumar\ MD\ DIA |39032 |HIPRES_50mg |CIP |*DU3068 |14 |2016-01-01
Sales |NADHAN |Senthilkumar\ MD\ DIA |104845 |NEUROBION\ FORTE_ |MER |*A06618313 |14 |2014-11-01
Sales |SUGUGAM |Kathiravan\ MBBS\ DCH |39762 |IBUPROFEN_200mg |VIK |*4478 |3 |2014-09-01
Sales |SUGUGAM |Kathiravan\ MBBS\ DCH |104811 |NOCOLD_ |CIP |*DB3288 |3 |2015-04-01
Sales |SUGUGAM |Kathiravan\ MBBS\ DCH |105756 |FLOXIBACT\ 200MG_200MG |UNI |*13253 |3 |2015-01-01
Sales |DAVID |Ramadoss\ MBBS |27064 |DP\ GESIC_ |CAD |*JK13054 |4 |2016-02-01
Sales |DAVID |Ramadoss\ MBBS |105755 |WOCOL\ 250MG_250MG |WOC |*WGS1210 |4 |2014-05-01
Sales |DAVID |Ramadoss\ MBBS |104810 |GENVOL\ PLUS_ |CAD |*JS13002 |2 |2016-01-01
Sales |DAVID |Ramadoss\ MBBS |105306 |COLDOUT\ TR_ |NAT |*NTI10912 |4 |2015-08-01
Sales |KIRUBAGARAN |ANANDAN\ MBBS\ DCH |104884 |AROXYL_60\ ML |LEE |*AKL3274 |1 |2014-08-01
Sales |KIRUBAGARAN |ANANDAN\ MBBS\ DCH |105756 |FLOXIBACT\ 200MG_200MG |UNI |*13253 |3 |2015-01-01
Sales |KIRUBAGARAN |ANANDAN\ MBBS\ DCH |47936 |MALIDENS_500mg |ABB |*MDA3001 |3 |2016-07-01
Sales |KIRUBAGARAN |ANANDAN\ MBBS\ DCH |104816 |ELBETA_ |OME |*JT-2891 |3 |2015-06-01
Sales |GANGA |Pannerselvam\ MD |104921 |GLOBET-GM_ |GOP |*D5007 |1 |2015-04-01
Sales | | |104873 |AROXYL_100\ ML |LEE |*AKL3317 |1 |2014-09-01
Sales | | |105199 |FEROTIN_200ML |LEE |*4078 |1 |2014-12-01
Sales | | |27064 |DP\ GESIC_ |CAD |*JK13054 |4 |2016-02-01
Sales | | |105642 |OMEE_20MG |ALK |*3126IB |4 |2015-05-01
Sales | | |105755 |WOCOL\ 250MG_250MG |WOC |*WGS1210 |4 |2014-05-01
Sales |kannan |Ramadoss\ MBBS |34893 |FUNGITOP\ -F_15GM |MIC |*UI409 |1 |2014-08-01
Sales | | |104738 |DOXRID_ |RID |*MTDX-1206 |6 |2014-12-01
Sales | | |50234 |METRONIDAZOLE_400mg |BIN |*4468 |6 |2014-09-01
Sales |hari |Ramadoss\ MBBS |10493 |BENADRYL\ COUGH\ FORMULA_ |JOH |*KN2005 |1 |2014-05-01
Sales |hari |Ramadoss\ MBBS |10485 |BENADRYL_ |JOH |*KN2026 |1 |2014-11-01
Sales |kalaivani,ATTUR |ASOKAN,MS |104802 |SPASMONIL_ |CIP |*GS3254 |1 |2016-01-01
Sales |kalaivani,ATTUR |ASOKAN,MS |105313 |NORBAX_400\ MG |INT |*S7521527 |1 |2015-11-01
Sales |kalaivani,ATTUR |ASOKAN,MS |46369 |LOPAMIDE_2mg |TOR |*CD533002 |1 |2016-01-01
Sales |banu |Pannerselvam\ MD |105763 |BECOPARK\ B12_200ML |BEK |*AF0639 |1 |2013-12-01
Sales |banu |Pannerselvam\ MD |105663 |JEYCOF_60\ ML |OTH |*5993 |1 |2015-07-01
Sales | | |104728 |ULDINE\ 300MG_ |JER |*SR073 |4 |2014-10-01
Sales | | |104779 |PARACIP_650MG |CIP |*GS3334 |4 |2016-01-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |105642 |OMEE_20MG |ALK |*3126IB |600 |2015-05-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |104796 |OMEE-D_ |ALK |*3028sb |200 |2015-02-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |104856 |HISTAC\ EVT_ |RAN |*9018619 |100 |2015-03-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |105495 |ACIGENE_ |CIP |*AH2108 |250 |2015-03-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |105763 |BECOPARK\ B12_200ML |BEK |*AF0639 |3 |2013-12-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |47056 |LUPIZYME_ |LUP |*13003AQSM |2 |2014-07-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |47056 |LUPIZYME_ |LUP |*13003AOSM |1 |2014-08-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |47056 |LUPIZYME_ |LUP |*13001APSM |1 |2014-07-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |47056 |LUPIZYME_ |LUP |*13001AKSM |1 |2014-07-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |105393 |CETZEE_30ML |RAN |*l9762982 |6 |2015-11-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |105751 |WOKTRIN\ ORAL\ SYP_50ML |WOC |*WB11301 |20 |2015-03-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |105761 |MANTEK\ 150MG_150MG |MAI |*T3J199 |400 |2014-12-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |104858 |MAXIRICH_ |CIP |*CX3024 |30 |2015-05-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |105285 |ACEMIZ\ -\ MR_ |LUP |*8C3AGI |60 |2015-02-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |63704 |PARACIP_500mg |CIP |*GS3646 |300 |2016-03-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |105525 |ALKOF_ |ALK |*0110213D |60 |2015-01-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |105758 |CLOCIBIOTIC\ EAR\ DROPS_10ML |WOC |*WFA1218 |6 |2014-11-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |60037 |OMINI\ GEL_ |CIP |*RJH58 |6 |2015-03-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |60038 |OMINI\ GEL_ |CIP |*RP040 |6 |2014-01-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |18527 |CIPLADINE_0.05 |CIP |*VA025 |6 |2016-06-01
Sales |SHANKARAN\ MEDICAL\ CENTR |1139\ NAS\  |105338 |WHITE\ FIELD_20GM |PRS |*SBA427 |12 |2016-05-01
Sales | | |10002 |BARACLUDE_0.5mg |BRI |1234 |125 |2015-09-01
Sales | | |10002 |BARACLUDE_0.5mg |BRI |1234 |100 |2015-09-01
Sales | | |105493 |ZENLOC\ 300_300MG |HIM |1234 |10 |2015-09-01
Sales | | |105493 |ZENLOC\ 300_300MG |HIM |1234 |40 |2015-09-01
Sales | | |10002 |BARACLUDE_0.5mg |BRI |1234 |2 |2013-08-01
Sales | | |105493 |ZENLOC\ 300_300MG |HIM |*1235 |2 |2015-09-01
Sales | | |105493 |ZENLOC\ 300_300MG |HIM |*4114 |5 |2015-05-01
Sales | | |10327 |BECOSULES_ |PFI |*220-29302D |6 |2014-03-01
Sales | | |10002 |BARACLUDE_0.5mg |BRI |1234 |2 |2013-08-01
Sales | | |105467 |CALAPURE_50ML |LIF |A0BJM002 |1 |2014-12-01
Sales | | |105513 |CANAZOLE\ POWDER_ |LUP |303AFA |2 |2015-12-01
Sales | | |104781 |ACEMIZ\ PLUS_ |LUP |*070f2aeh |50 |2014-05-01
Sales | | |105513 |CANAZOLE\ POWDER_ |LUP |303AFA |2 |2015-12-01
Sales | | |10327 |BECOSULES_ |PFI |*220-29302D |5 |2014-03-01
Sales | | |104775 |LEEKUF_ |OTH |*AKT3364 |10 |2014-09-01
Sales | | |105262 |GARLIC\ PLUS_ |JYO |JAG23040 |30 |2016-02-01
Sales | | |105437 |BANMINTH\ BOLUS_1.5GM |PFI |18009P |2 |2014-08-01
Sales |shankaran\ medical\ centre | |105148 |CAREFREE_ |JOH |GH |1 |2015-04-01
Sales | | |105148 |CAREFREE_ |JOH |GH |1 |2015-04-01
Sales | | |105262 |GARLIC\ PLUS_ |JYO |JAG23040 |2 |2016-02-01
Sales |SHANKARAN\ MEDICAL\ CENTR | |104729 |RELIEF_ |LAB |*LRHT303 |50 |2015-09-01
Sales |SHANKARAN\ MEDICAL\ CENTR | |104781 |ACEMIZ\ PLUS_ |LUP |*070f2aeh |10 |2014-05-01
Sales | | |10327 |BECOSULES_ |PFI |*220-29302D |10 |2014-03-01
Sales | | |105077 |CERELAC\ 4(MULTI\ GRAIN\ 5\ FRUITS)_ |NES |- |1 |2015-05-01
Purchase |DC0000001 |dsd |26029 |DO\ -RE-ME_25mg |INT |1 |100 |2014-08-01 |1.35
Purchase |DC0000003 |D.R\ AGENCIES |104724 |ANNE\ FRENCH_40GM |WYE |368 |15 |2016-08-01 |43.50
Purchase |DC0000002 |SRM |104729 |RELIEF_ |LAB |123 |10 |2015-06-01 |20.00
Purchase |DC0000007 |VITLA\ PHARMA |104893 |EMPICID_ |GRO |GECD201 |20 |2015-11-01 |45.50
Purchase |DC0000005 |SPL |104904 |FERIMON_ |RAN |6996 |3 |2017-07-01 |27.00
Purchase |DC0000008 |POPULAR\ PHARMA |104793 |OMEE_ |ALK |3093IB |20 |2015-04-01 |9.90
Purchase |DC0000003 |D.R\ AGENCIES |13296 |CAAT_10mg |PIR |111 |10 |2015-09-01 |7.00
Purchase |DC0000003 |D.R\ AGENCIES |68903 |RA\ -\ D_40mg,Domperidone10mg |RAX |152 |5 |2016-09-01 |3.00
Purchase |DC0000003 |D.R\ AGENCIES |13296 |CAAT_10mg |PIR |111 |5 |2015-09-01 |7.00
Purchase |DC0000003 |D.R\ AGENCIES |9718 |BAALA_1500mcg |BRD |15111 |0 |2015-09-01 |3.00
Purchase |DC0000003 |D.R\ AGENCIES |13292 |CA\ -250_45mg |FOU |12455 |0 |2015-09-01 |1.00
CustInfo |Gopal |36 |Male
CustInfo |shankaran\ medical\ centre |34 |Male
CustInfo |SHANKARAN\ MEDICAL\ CENTR |8 |Male
DoctorInfo |Ponnampalanathan\ MBBS\ DD | |0 | | | | | |Dermatologists | | | |
DoctorInfo |Vidhyaponnuvel\ BDS | |872 | | | | |shankthi\ dental\ clinic |Dentists | | | |
DoctorInfo |Pannerselvam\ MD | |0 | | | | | |General\ Medicine | | | |
DoctorInfo |Sigamani\ MBBS | |0 | | | | | |General\ Medicine | | | |
DoctorInfo |Sigamani\ MBBS | |0 | | | | | | | | | |
DoctorInfo |Manimeagalai\ MBBS\ DGO | |0 | | | | | |Gynecologists | | | |
DoctorInfo |Arumugam\ MBBS | |0 | | | | | |General\ Medicine | | | |
DoctorInfo |S.N.\ Pusbha\ MD\ DGO | |0 | | | | | |Gynecologists | | | |
DoctorInfo |B.Sureshprabu\ MD\ DIP\ DIAB | |0 | | | | | |General\ Medicine | | | |
DoctorInfo |Deivasigamani\ MD\ DIP\ DIAB | |0 | | | | | | | | | |
DoctorInfo |Murali\ MDS | |0 | | | | | | | | | |
DoctorInfo |Senthilkumar\ MD\ DIA | |0 | | | | | | | | | |
DoctorInfo |Kiruthika\ BDS | |0 | | | | | | | | | |
DoctorInfo |Senbagavali\ MBBS\ DGO | |0 | | | | | | | | | |
DoctorInfo |Rathinakumar\ MBBS\ ORTHO | |0 | | | | | | | | | |
DoctorInfo |Arun\ Ms | |0 | | | | | | | | | |
DoctorInfo |Selvi\ Kumutham\ MBBS\ DGO | |0 | | | | | | | | | |
DoctorInfo |Sivapragasam\ MBBS\ DIA | |0 | | | | | | | | | |
DoctorInfo |Kathiravan\ MBBS\ DCH | |0 | | | | | | | | | |
DoctorInfo |Govindarajan\ MD\ DIAB | |0 | | | | | | | | | |
DoctorInfo |Ramadoss\ MBBS | |0 | | | | | | | | | |
DoctorInfo |Saravanakumar\ MBBS\ DLO | |0 | | | | | | | | | |
DoctorInfo |KavithaSaravanakumar\ MBBS\ DLO | |0 | | | | | | | | | |
DistInfo |dsd | | |sd | | |0 |sd | | | | | | | | |
DistInfo |SRM | | |33352843939 |881948 |sls/2503/20B\ ,\ sls/2370/21B |0 |salem |Tamil\ Nadu |India |636009 | | | | | |
DistInfo |D.R\ AGENCIES | | |33673140389 | | |0 |ATTUR | | | | | | | | |
DistInfo |SIVA\ PHARMA\ DISTRIBUTORS | | |33403141362 |427906 | |52 |ATTUR | | | |04282243656 | | |9943034520 | |
DistInfo |SPL | | |33903140311 | | |0 |ATTUR |Tamil\ Nadu |India |636102 | | | | | |
DistInfo |JERSY\ LAB | | |33454802023 |149494 |109\ /\ MDU\ /\ 20B,1752\ /\ MDU\ /\ 21B |0 |MADURAI | | | | | | | | |
DistInfo |VITLA\ PHARMA | | |33823141422 | | |0 |SALEM | | | | | | | | |
DistInfo |POPULAR\ PHARMA | | |33833140592 | | |0 |ATTUR | |India | | | | | | |
